L1_CODE,L0_CODE,L0_NAME,L1_NAME,total_gdp,geo_level,wb_status,sovereign,Disputed,year
AFG1,AFG1,Afghanistan,Badakhshan,2089.577547874481,1.0,Member State,AFG,ND,2018
AFG10,AFG1,Afghanistan,Ghor,1474.551745393408,1.0,Member State,AFG,ND,2018
AFG11,AFG1,Afghanistan,Hilmand,1885.4291957750368,1.0,Member State,AFG,ND,2018
AFG12,AFG1,Afghanistan,Hirat,8102.680371827112,1.0,Member State,AFG,ND,2018
AFG13,AFG1,Afghanistan,Jawzjan,996.8709134960682,1.0,Member State,AFG,ND,2018
AFG14,AFG1,Afghanistan,Kabul,21576.02461564536,1.0,Member State,AFG,ND,2018
AFG15,AFG1,Afghanistan,Kandahar,4964.045092732621,1.0,Member State,AFG,ND,2018
AFG16,AFG1,Afghanistan,Kapisa,839.227735188382,1.0,Member State,AFG,ND,2018
AFG17,AFG1,Afghanistan,Khost,1464.8641520394358,1.0,Member State,AFG,ND,2018
AFG18,AFG1,Afghanistan,Kunar,975.1615388186516,1.0,Member State,AFG,ND,2018
AFG19,AFG1,Afghanistan,Kunduz,1748.1815167255513,1.0,Member State,AFG,ND,2018
AFG2,AFG1,Afghanistan,Badghis,1046.5340454779785,1.0,Member State,AFG,ND,2018
AFG20,AFG1,Afghanistan,Laghman,1018.6207059458426,1.0,Member State,AFG,ND,2018
AFG21,AFG1,Afghanistan,Logar,775.9801038298283,1.0,Member State,AFG,ND,2018
AFG22,AFG1,Afghanistan,Nangarhar,3729.464719898259,1.0,Member State,AFG,ND,2018
AFG23,AFG1,Afghanistan,Nimroz,581.3723602236264,1.0,Member State,AFG,ND,2018
AFG24,AFG1,Afghanistan,Nuristan,265.4286250793226,1.0,Member State,AFG,ND,2018
AFG25,AFG1,Afghanistan,Paktika,838.2830845895338,1.0,Member State,AFG,ND,2018
AFG26,AFG1,Afghanistan,Paktya,991.0579778760463,1.0,Member State,AFG,ND,2018
AFG27,AFG1,Afghanistan,Panjsher,299.9498754332981,1.0,Member State,AFG,ND,2018
AFG28,AFG1,Afghanistan,Parwan,1495.1066007720794,1.0,Member State,AFG,ND,2018
AFG29,AFG1,Afghanistan,Samangan,784.5624739427285,1.0,Member State,AFG,ND,2018
AFG3,AFG1,Afghanistan,Baghlan,1867.9692907806184,1.0,Member State,AFG,ND,2018
AFG30,AFG1,Afghanistan,Sar-e-Pul,964.9918845858055,1.0,Member State,AFG,ND,2018
AFG31,AFG1,Afghanistan,Takhar,2188.9738279812905,1.0,Member State,AFG,ND,2018
AFG32,AFG1,Afghanistan,Uruzgan,664.3187377148073,1.0,Member State,AFG,ND,2018
AFG33,AFG1,Afghanistan,Wardak,1185.723653942469,1.0,Member State,AFG,ND,2018
AFG34,AFG1,Afghanistan,Zabul,594.3720674451727,1.0,Member State,AFG,ND,2018
AFG4,AFG1,Afghanistan,Balkh,4567.0919036162795,1.0,Member State,AFG,ND,2018
AFG5,AFG1,Afghanistan,Bamyan,836.5372079474168,1.0,Member State,AFG,ND,2018
AFG6,AFG1,Afghanistan,Daykundi,851.2266738196934,1.0,Member State,AFG,ND,2018
AFG7,AFG1,Afghanistan,Farah,952.6329414418271,1.0,Member State,AFG,ND,2018
AFG8,AFG1,Afghanistan,Faryab,2097.198570416526,1.0,Member State,AFG,ND,2018
AFG9,AFG1,Afghanistan,Ghazni,1945.0199668165037,1.0,Member State,AFG,ND,2018
BGD35,BGD23,Bangladesh,Barishal,35116.85664242945,1.0,Member State,BGD,ND,2018
BGD36,BGD23,Bangladesh,Chattogram,143373.68072173538,1.0,Member State,BGD,ND,2018
BGD37,BGD23,Bangladesh,Dhaka,306602.21929326357,1.0,Member State,BGD,ND,2018
BGD38,BGD23,Bangladesh,Khulna,87742.6508309198,1.0,Member State,BGD,ND,2018
BGD39,BGD23,Bangladesh,Mymensingh,47060.729677150644,1.0,Member State,BGD,ND,2018
BGD40,BGD23,Bangladesh,Rajshahi,91159.99788608408,1.0,Member State,BGD,ND,2018
BGD41,BGD23,Bangladesh,Rangpur,67473.59750789452,1.0,Member State,BGD,ND,2018
BGD42,BGD23,Bangladesh,Sylhet,45051.76962780731,1.0,Member State,BGD,ND,2018
BTN43,BTN31,Bhutan,Bumthang,103.83669546725362,1.0,Member State,BTN,ND,2018
BTN44,BTN31,Bhutan,Chhukha,2957.010758914353,1.0,Member State,BTN,ND,2018
BTN45,BTN31,Bhutan,Dagana,99.41938072552003,1.0,Member State,BTN,ND,2018
BTN46,BTN31,Bhutan,Gasa,23.837887647597345,1.0,Member State,BTN,ND,2018
BTN47,BTN31,Bhutan,Haa,102.64195469460168,1.0,Member State,BTN,ND,2018
BTN48,BTN31,Bhutan,Lhuentse,98.44045698807267,1.0,Member State,BTN,ND,2018
BTN49,BTN31,Bhutan,Monggar,235.1851975348628,1.0,Member State,BTN,ND,2018
BTN50,BTN31,Bhutan,Paro,512.4946235578064,1.0,Member State,BTN,ND,2018
BTN51,BTN31,Bhutan,Pemagatshel,151.4783043480953,1.0,Member State,BTN,ND,2018
BTN52,BTN31,Bhutan,Punakha,182.50364355064156,1.0,Member State,BTN,ND,2018
BTN53,BTN31,Bhutan,Samdrupjongkhar,299.8431641770711,1.0,Member State,BTN,ND,2018
BTN54,BTN31,Bhutan,Samtse,966.2348115656526,1.0,Member State,BTN,ND,2018
BTN55,BTN31,Bhutan,Sarpang,143.30474272227985,1.0,Member State,BTN,ND,2018
BTN56,BTN31,Bhutan,Thimphu,1864.6292045580522,1.0,Member State,BTN,ND,2018
BTN57,BTN31,Bhutan,Trashigang,485.30235349347635,1.0,Member State,BTN,ND,2018
BTN58,BTN31,Bhutan,Trashiyangtse,115.52120847576543,1.0,Member State,BTN,ND,2018
BTN59,BTN31,Bhutan,Trongsa,102.45434069368181,1.0,Member State,BTN,ND,2018
BTN60,BTN31,Bhutan,Tsirang,158.39987315511104,1.0,Member State,BTN,ND,2018
BTN61,BTN31,Bhutan,Wangduephodrang,569.3684988133168,1.0,Member State,BTN,ND,2018
BTN62,BTN31,Bhutan,Zhemgang,130.47438106736172,1.0,Member State,BTN,ND,2018
DS38520,DS38520,Arunchal Pradesh,Arunchal Pradesh,8180.96977469018,1.0,,,D,2018
DS38521,DS38521,Disputed - India/Pakistan,Disputed - India/Pakistan,2.3765390415345458,1.0,,,D,2018
DS38522,DS38522,"Disputed Area, China-India-Nepal","Disputed Area, China-India-Nepal",0.3090613815986451,1.0,,,D,2018
DS38523,DS38523,Disputed Area - China-India,Disputed Area - China-India,0.16541692174782235,1.0,,,D,2018
DS38524,DS38524,Disputed Area - China-India,Disputed Area - China-India,4.50359767026589,1.0,,,D,2018
DS38525,DS38525,Disputed Area - China-India,Disputed Area - China-India,2.2811255341270567,1.0,,,D,2018
DS38526,DS38526,Disputed Area - China-India,Disputed Area - China-India,0.9496548632262881,1.0,,,D,2018
DS38527,DS38527,Disputed - India/Pakistan,Disputed - India/Pakistan,0.008603258321179471,1.0,,,D,2018
DS38528,DS38528,Disputed - India/Pakistan,Disputed - India/Pakistan,9.962523722598659e-06,1.0,,,D,2018
DS38529,DS38529,Disputed - India/Pakistan,Disputed - India/Pakistan,0.76551927352396,1.0,,,D,2018
DS38530,DS38530,Disputed - India/Pakistan,Disputed - India/Pakistan,53.1801069435149,1.0,,,D,2018
IND63,IND115,India,Andaman and Nicobar Islands,2823.3219230933223,1.0,Member State,IND,ND,2018
IND64,IND115,India,Andhra Pradesh,393635.6211473631,1.0,Member State,IND,ND,2018
IND65,IND115,India,Arunachal Pradesh,4444.703486281551,1.0,Member State,IND,ND,2018
IND66,IND115,India,Assam,140450.09769363454,1.0,Member State,IND,ND,2018
IND67,IND115,India,Bihar,249981.07194714225,1.0,Member State,IND,ND,2018
IND68,IND115,India,Chandigarh,10764.521192572345,1.0,Member State,IND,ND,2018
IND69,IND115,India,Chhattisgarh,142671.06971304555,1.0,Member State,IND,ND,2018
IND70,IND115,India,Dadra and Nagar Haveli,3129.5132649853026,1.0,Member State,IND,ND,2018
IND71,IND115,India,Daman and Diu,754.3056192250226,1.0,Member State,IND,ND,2018
IND72,IND115,India,Delhi,327152.6364310873,1.0,Member State,IND,ND,2018
IND73,IND115,India,Goa,27860.20430066722,1.0,Member State,IND,ND,2018
IND74,IND115,India,Gujarat,654693.3846662792,1.0,Member State,IND,ND,2018
IND75,IND115,India,Haryana,338054.74367284816,1.0,Member State,IND,ND,2018
IND76,IND115,India,Himachal Pradesh,66937.10511015975,1.0,Member State,IND,ND,2018
IND77,IND115,India,Jammu and Kashmir,69761.76361032561,1.0,Sovereignty unsettled,IND,ND,2018
IND78,IND115,India,Jharkhand,144440.41129369498,1.0,Member State,IND,ND,2018
IND79,IND115,India,Karnataka,700422.4192649161,1.0,Member State,IND,ND,2018
IND80,IND115,India,Kerala,363423.13962221635,1.0,Member State,IND,ND,2018
IND81,IND115,India,Lakshadweep,0.0,,Member State,IND,ND,
IND82,IND115,India,Madhya Pradesh,373350.8861829256,1.0,Member State,IND,ND,2018
IND83,IND115,India,Maharashtra,1109640.794541195,1.0,Member State,IND,ND,2018
IND84,IND115,India,Manipur,13335.917735299252,1.0,Member State,IND,ND,2018
IND85,IND115,India,Meghalaya,17394.097635586695,1.0,Member State,IND,ND,2018
IND86,IND115,India,Mizoram,10867.314388744691,1.0,Member State,IND,ND,2018
IND87,IND115,India,Nagaland,11351.637021667599,1.0,Member State,IND,ND,2018
IND88,IND115,India,Odisha,218853.33107380022,1.0,Member State,IND,ND,2018
IND89,IND115,India,Puducherry,7285.5329739729295,1.0,Member State,IND,ND,2018
IND90,IND115,India,Punjab,237930.9950468926,1.0,Member State,IND,ND,2018
IND91,IND115,India,Rajasthan,427286.92490208213,1.0,Member State,IND,ND,2018
IND92,IND115,India,Sikkim,11357.945599481987,1.0,Member State,IND,ND,2018
IND93,IND115,India,Tamil Nadu,740423.7535182985,1.0,Member State,IND,ND,2018
IND94,IND115,India,Telangana,380983.89522002946,1.0,Member State,IND,ND,2018
IND95,IND115,India,Tripura,23400.18144987083,1.0,Member State,IND,ND,2018
IND96,IND115,India,Uttar Pradesh,753814.2555234393,1.0,Member State,IND,ND,2018
IND97,IND115,India,Uttarakhand,108797.02377931675,1.0,Member State,IND,ND,2018
IND98,IND115,India,West Bengal,493574.8312365246,1.0,Member State,IND,ND,2018
LKA100,LKA231,Sri Lanka,Eastern,13000.435661056837,1.0,Member State,LKA,ND,2018
LKA101,LKA231,Sri Lanka,North Central,16813.41419764188,1.0,Member State,LKA,ND,2018
LKA102,LKA231,Sri Lanka,North Western,28710.033169977032,1.0,Member State,LKA,ND,2018
LKA103,LKA231,Sri Lanka,Northern,8437.42865863139,1.0,Member State,LKA,ND,2018
LKA104,LKA231,Sri Lanka,Sabaragamuwa,22767.48817915605,1.0,Member State,LKA,ND,2018
LKA105,LKA231,Sri Lanka,Southern,24366.448556011415,1.0,Member State,LKA,ND,2018
LKA106,LKA231,Sri Lanka,Uva,15980.34944875866,1.0,Member State,LKA,ND,2018
LKA107,LKA231,Sri Lanka,Western,91149.79581221972,1.0,Member State,LKA,ND,2018
LKA99,LKA231,Sri Lanka,Central,33645.52449086652,1.0,Member State,LKA,ND,2018
MDV108,MDV154,Maldives,Alifu Alifu,0.27022825743689816,1.0,Member State,MDV,ND,2018
MDV109,MDV154,Maldives,Alifu Dhaalu,0.0,,Member State,MDV,ND,
MDV110,MDV154,Maldives,Baa,0.0015321118534232109,1.0,Member State,MDV,ND,2018
MDV111,MDV154,Maldives,Dhaalu,0.0,,Member State,MDV,ND,
MDV112,MDV154,Maldives,Faafu,0.13863583267293256,1.0,Member State,MDV,ND,2018
MDV113,MDV154,Maldives,Gaafu Alifu,0.03839432742184638,1.0,Member State,MDV,ND,2018
MDV114,MDV154,Maldives,Gaafu Dhaalu,0.5036682772406782,1.0,Member State,MDV,ND,2018
MDV115,MDV154,Maldives,Haa Alifu,0.26404651873479335,1.0,Member State,MDV,ND,2018
MDV116,MDV154,Maldives,Haa Dhaalu,0.6374059272327988,1.0,Member State,MDV,ND,2018
MDV117,MDV154,Maldives,Kaafu,5.82920603966826,1.0,Member State,MDV,ND,2018
MDV118,MDV154,Maldives,Laamu,2.965094998853394,1.0,Member State,MDV,ND,2018
MDV119,MDV154,Maldives,Lhaviyani,0.0,,Member State,MDV,ND,
MDV120,MDV154,Maldives,Male',2.1969138762520584,1.0,Member State,MDV,ND,2018
MDV121,MDV154,Maldives,Meemu,0.1301970366860788,1.0,Member State,MDV,ND,2018
MDV122,MDV154,Maldives,Noonu,0.0,,Member State,MDV,ND,
MDV123,MDV154,Maldives,Raa,0.0527106383907134,1.0,Member State,MDV,ND,2018
MDV124,MDV154,Maldives,Seenu,13.017165234484102,1.0,Member State,MDV,ND,2018
MDV125,MDV154,Maldives,Shaviyani,0.0,,Member State,MDV,ND,
MDV126,MDV154,Maldives,Thaa,0.08149796285925909,1.0,Member State,MDV,ND,2018
MDV127,MDV154,Maldives,Vaavu,0.0,,Member State,MDV,ND,
NPL128,NPL175,Nepal,Five,13407.138220585717,1.0,Member State,NPL,ND,2018
NPL129,NPL175,Nepal,Four,7028.410905829673,1.0,Member State,NPL,ND,2018
NPL130,NPL175,Nepal,One,18035.832693161075,1.0,Member State,NPL,ND,2018
NPL131,NPL175,Nepal,Seven,7556.398620894529,1.0,Member State,NPL,ND,2018
NPL132,NPL175,Nepal,Six,3624.359302838679,1.0,Member State,NPL,ND,2018
NPL133,NPL175,Nepal,Three,30153.12545253037,1.0,Member State,NPL,ND,2018
NPL134,NPL175,Nepal,Two,22528.43971740335,1.0,Member State,NPL,ND,2018
PAK135,PAK188,Pakistan,Azad Jammu and Kashmir,15151.80507161497,1.0,Sovereignty unsettled,PAK,ND,2018
PAK136,PAK188,Pakistan,Gilgit Baltistan,4576.8322280818675,1.0,Sovereignty unsettled,PAK,ND,2018
PAK137,PAK188,Pakistan,Balochistan,27453.389248863776,1.0,Member State,PAK,ND,2018
PAK138,PAK188,Pakistan,Khyber Pakhtunkhwa,152790.77231374427,1.0,Member State,PAK,ND,2018
PAK139,PAK188,Pakistan,Federal Capital Territory,14500.796313525869,1.0,Member State,PAK,ND,2018
PAK140,PAK188,Pakistan,Punjab,670600.7425741496,1.0,Member State,PAK,ND,2018
PAK141,PAK188,Pakistan,Sindh,225750.60460169904,1.0,Member State,PAK,ND,2018
