L2_CODE,L0_CODE,L0_NAME,L1_CODE,L1_NAME,L2_NAME,total_gdp,geo_level,wb_status,sovereign,Disputed,year
AFG1,AFG1,Afghanistan,AFG1,Badakhshan,Arghanj Khwa,24.360487580824188,2.0,Member State,AFG,ND,2013
AFG10,AFG1,Afghanistan,AFG1,Badakhshan,Keshem,175.42424441685355,2.0,Member State,AFG,ND,2013
AFG100,AFG1,Afghanistan,AFG8,Faryab,Kohistan,78.26074003710654,2.0,Member State,AFG,ND,2013
AFG101,AFG1,Afghanistan,AFG8,Faryab,Maymana,117.55516863699526,2.0,Member State,AFG,ND,2013
AFG102,AFG1,Afghanistan,AFG8,Faryab,Pashtun kot,424.5758277352283,2.0,Member State,AFG,ND,2013
AFG103,AFG1,Afghanistan,AFG8,Faryab,Qaram Qol,63.836470422268675,2.0,Member State,AFG,ND,2013
AFG104,AFG1,Afghanistan,AFG8,Faryab,Qaysar,230.83399421495184,2.0,Member State,AFG,ND,2013
AFG105,AFG1,Afghanistan,AFG8,Faryab,Qorghan,53.46195092307184,2.0,Member State,AFG,ND,2013
AFG106,AFG1,Afghanistan,AFG8,Faryab,Shirin Tagab,160.6406459110152,2.0,Member State,AFG,ND,2013
AFG107,AFG1,Afghanistan,AFG9,Ghazni,Ab Band,40.24424221630249,2.0,Member State,AFG,ND,2013
AFG108,AFG1,Afghanistan,AFG9,Ghazni,Ajrestan,44.644993967872644,2.0,Member State,AFG,ND,2013
AFG109,AFG1,Afghanistan,AFG9,Ghazni,Andar,207.9373102631521,2.0,Member State,AFG,ND,2013
AFG11,AFG1,Afghanistan,AFG1,Badakhshan,Khash,87.10403905064129,2.0,Member State,AFG,ND,2013
AFG110,AFG1,Afghanistan,AFG9,Ghazni,Deh Yak,91.00599955645399,2.0,Member State,AFG,ND,2013
AFG111,AFG1,Afghanistan,AFG9,Ghazni,Gelan,115.38160294427385,2.0,Member State,AFG,ND,2013
AFG112,AFG1,Afghanistan,AFG9,Ghazni,Ghazni,278.38051849391115,2.0,Member State,AFG,ND,2013
AFG113,AFG1,Afghanistan,AFG9,Ghazni,Giro,60.322711188205005,2.0,Member State,AFG,ND,2013
AFG114,AFG1,Afghanistan,AFG9,Ghazni,Jaghatu,57.55222267978899,2.0,Member State,AFG,ND,2013
AFG115,AFG1,Afghanistan,AFG9,Ghazni,Jaghuri,267.38451762509146,2.0,Member State,AFG,ND,2013
AFG116,AFG1,Afghanistan,AFG9,Ghazni,Khwaja Umari,34.121117833614534,2.0,Member State,AFG,ND,2013
AFG117,AFG1,Afghanistan,AFG9,Ghazni,Malestan,122.77870490066682,2.0,Member State,AFG,ND,2013
AFG118,AFG1,Afghanistan,AFG9,Ghazni,Muqur,87.8711359780684,2.0,Member State,AFG,ND,2013
AFG119,AFG1,Afghanistan,AFG9,Ghazni,Nawa,38.2089527599325,2.0,Member State,AFG,ND,2013
AFG12,AFG1,Afghanistan,AFG1,Badakhshan,Khwahan,28.340805932700043,2.0,Member State,AFG,ND,2013
AFG120,AFG1,Afghanistan,AFG9,Ghazni,Nawur,317.07514579378767,2.0,Member State,AFG,ND,2013
AFG121,AFG1,Afghanistan,AFG9,Ghazni,Qarabagh,244.9879770214824,2.0,Member State,AFG,ND,2013
AFG122,AFG1,Afghanistan,AFG9,Ghazni,Rashidan,27.698210720179226,2.0,Member State,AFG,ND,2013
AFG123,AFG1,Afghanistan,AFG9,Ghazni,Waghaz,64.49825351390123,2.0,Member State,AFG,ND,2013
AFG124,AFG1,Afghanistan,AFG9,Ghazni,Wali Muhammad-e- Shahid,56.142432393346134,2.0,Member State,AFG,ND,2013
AFG125,AFG1,Afghanistan,AFG9,Ghazni,Zana Khan,17.13841856700927,2.0,Member State,AFG,ND,2013
AFG126,AFG1,Afghanistan,AFG10,Ghor,Chaghcharan,283.5083702584201,2.0,Member State,AFG,ND,2013
AFG127,AFG1,Afghanistan,AFG10,Ghor,Chahar Sadra,52.37080865601803,2.0,Member State,AFG,ND,2013
AFG128,AFG1,Afghanistan,AFG10,Ghor,Dawlat Yar,68.00419108211278,2.0,Member State,AFG,ND,2013
AFG129,AFG1,Afghanistan,AFG10,Ghor,Du Lina,57.74861393753028,2.0,Member State,AFG,ND,2013
AFG13,AFG1,Afghanistan,AFG1,Badakhshan,Kof Ab,41.81282421387745,2.0,Member State,AFG,ND,2013
AFG130,AFG1,Afghanistan,AFG10,Ghor,Lal Wa Sarjangal,168.7703323872722,2.0,Member State,AFG,ND,2013
AFG131,AFG1,Afghanistan,AFG10,Ghor,Pasaband,143.56791948844807,2.0,Member State,AFG,ND,2013
AFG132,AFG1,Afghanistan,AFG10,Ghor,Saghar,62.67201794879373,2.0,Member State,AFG,ND,2013
AFG133,AFG1,Afghanistan,AFG10,Ghor,Shahrak,152.7777746149609,2.0,Member State,AFG,ND,2013
AFG134,AFG1,Afghanistan,AFG10,Ghor,Taywarah,177.75270924878245,2.0,Member State,AFG,ND,2013
AFG135,AFG1,Afghanistan,AFG10,Ghor,Tolak,111.81527643051459,2.0,Member State,AFG,ND,2013
AFG136,AFG1,Afghanistan,AFG11,Hilmand,Baghran,172.60800079061906,2.0,Member State,AFG,ND,2013
AFG137,AFG1,Afghanistan,AFG11,Hilmand,Deh shu,28.243182321899965,2.0,Member State,AFG,ND,2013
AFG138,AFG1,Afghanistan,AFG11,Hilmand,Garm Ser,178.25492331341604,2.0,Member State,AFG,ND,2013
AFG139,AFG1,Afghanistan,AFG11,Hilmand,Kajaki,125.10154649329324,2.0,Member State,AFG,ND,2013
AFG14,AFG1,Afghanistan,AFG1,Badakhshan,Kohistan,29.412377485018737,2.0,Member State,AFG,ND,2013
AFG140,AFG1,Afghanistan,AFG11,Hilmand,Lashkar Gah,309.32962702953915,2.0,Member State,AFG,ND,2013
AFG141,AFG1,Afghanistan,AFG11,Hilmand,Musa Qaleh,110.76540327348813,2.0,Member State,AFG,ND,2013
AFG142,AFG1,Afghanistan,AFG11,Hilmand,Nad-e-Ali,205.39563049683096,2.0,Member State,AFG,ND,2013
AFG143,AFG1,Afghanistan,AFG11,Hilmand,Nahr-e-Saraj,213.49238802169273,2.0,Member State,AFG,ND,2013
AFG144,AFG1,Afghanistan,AFG11,Hilmand,Naw Zad,90.21937321477111,2.0,Member State,AFG,ND,2013
AFG145,AFG1,Afghanistan,AFG11,Hilmand,Nawa-e-Barak Zaiy,142.67936457740922,2.0,Member State,AFG,ND,2013
AFG146,AFG1,Afghanistan,AFG11,Hilmand,Reg(khan Neshin),11.252676063643712,2.0,Member State,AFG,ND,2013
AFG147,AFG1,Afghanistan,AFG11,Hilmand,Sangin,103.22691353269701,2.0,Member State,AFG,ND,2013
AFG148,AFG1,Afghanistan,AFG11,Hilmand,Wa Sher,26.63844352799737,2.0,Member State,AFG,ND,2013
AFG149,AFG1,Afghanistan,AFG12,Hirat,Adraskan,72.75441064602242,2.0,Member State,AFG,ND,2013
AFG15,AFG1,Afghanistan,AFG1,Badakhshan,Koran wa Monjan,16.965809651396054,2.0,Member State,AFG,ND,2013
AFG150,AFG1,Afghanistan,AFG12,Hirat,Chisht-e-Sharif,30.031760387816583,2.0,Member State,AFG,ND,2013
AFG151,AFG1,Afghanistan,AFG12,Hirat,Farsi,49.159550888144544,2.0,Member State,AFG,ND,2013
AFG152,AFG1,Afghanistan,AFG12,Hirat,Ghoryan,169.71934805085374,2.0,Member State,AFG,ND,2013
AFG153,AFG1,Afghanistan,AFG12,Hirat,Gulran,144.6514647281585,2.0,Member State,AFG,ND,2013
AFG154,AFG1,Afghanistan,AFG12,Hirat,Guzara,911.9608269929097,2.0,Member State,AFG,ND,2013
