L2_CODE,L0_CODE,L0_NAME,L1_CODE,L1_NAME,L2_NAME,total_gdp,geo_level,wb_status,sovereign,Disputed,year
AFG1,AFG1,Afghanistan,AFG1,Badakhshan,Arghanj Khwa,28.718843524913233,2.0,Member State,AFG,ND,2018
AFG10,AFG1,Afghanistan,AFG1,Badakhshan,Keshem,209.36012711723825,2.0,Member State,AFG,ND,2018
AFG100,AFG1,Afghanistan,AFG8,Faryab,Kohistan,88.15348774248939,2.0,Member State,AFG,ND,2018
AFG101,AFG1,Afghanistan,AFG8,Faryab,Maymana,126.86113870821433,2.0,Member State,AFG,ND,2018
AFG102,AFG1,Afghanistan,AFG8,Faryab,Pashtun kot,474.5876271111589,2.0,Member State,AFG,ND,2018
AFG103,AFG1,Afghanistan,AFG8,Faryab,Qaram Qol,76.45770465526017,2.0,Member State,AFG,ND,2018
AFG104,AFG1,Afghanistan,AFG8,Faryab,Qaysar,275.49130934495395,2.0,Member State,AFG,ND,2018
AFG105,AFG1,Afghanistan,AFG8,Faryab,Qorghan,63.82959269074503,2.0,Member State,AFG,ND,2018
AFG106,AFG1,Afghanistan,AFG8,Faryab,Shirin Tagab,260.54677107383986,2.0,Member State,AFG,ND,2018
AFG107,AFG1,Afghanistan,AFG9,Ghazni,Ab Band,36.448592746105426,2.0,Member State,AFG,ND,2018
AFG108,AFG1,Afghanistan,AFG9,Ghazni,Ajrestan,39.92126588681968,2.0,Member State,AFG,ND,2018
AFG109,AFG1,Afghanistan,AFG9,Ghazni,Andar,183.22382488785158,2.0,Member State,AFG,ND,2018
AFG11,AFG1,Afghanistan,AFG1,Badakhshan,Khash,110.5106201006482,2.0,Member State,AFG,ND,2018
AFG110,AFG1,Afghanistan,AFG9,Ghazni,Deh Yak,78.23204789680904,2.0,Member State,AFG,ND,2018
AFG111,AFG1,Afghanistan,AFG9,Ghazni,Gelan,100.72895978318968,2.0,Member State,AFG,ND,2018
AFG112,AFG1,Afghanistan,AFG9,Ghazni,Ghazni,210.18596219726535,2.0,Member State,AFG,ND,2018
AFG113,AFG1,Afghanistan,AFG9,Ghazni,Giro,51.638806629619346,2.0,Member State,AFG,ND,2018
AFG114,AFG1,Afghanistan,AFG9,Ghazni,Jaghatu,51.343434431800866,2.0,Member State,AFG,ND,2018
AFG115,AFG1,Afghanistan,AFG9,Ghazni,Jaghuri,267.64017827468604,2.0,Member State,AFG,ND,2018
AFG116,AFG1,Afghanistan,AFG9,Ghazni,Khwaja Umari,37.941703009232825,2.0,Member State,AFG,ND,2018
AFG117,AFG1,Afghanistan,AFG9,Ghazni,Malestan,98.71160612301193,2.0,Member State,AFG,ND,2018
AFG118,AFG1,Afghanistan,AFG9,Ghazni,Muqur,76.96665530256107,2.0,Member State,AFG,ND,2018
AFG119,AFG1,Afghanistan,AFG9,Ghazni,Nawa,34.72083382653168,2.0,Member State,AFG,ND,2018
AFG12,AFG1,Afghanistan,AFG1,Badakhshan,Khwahan,36.10906170922564,2.0,Member State,AFG,ND,2018
AFG120,AFG1,Afghanistan,AFG9,Ghazni,Nawur,320.6422978377416,2.0,Member State,AFG,ND,2018
AFG121,AFG1,Afghanistan,AFG9,Ghazni,Qarabagh,215.76707452088488,2.0,Member State,AFG,ND,2018
AFG122,AFG1,Afghanistan,AFG9,Ghazni,Rashidan,23.832090140139606,2.0,Member State,AFG,ND,2018
AFG123,AFG1,Afghanistan,AFG9,Ghazni,Waghaz,56.87652003399778,2.0,Member State,AFG,ND,2018
AFG124,AFG1,Afghanistan,AFG9,Ghazni,Wali Muhammad-e- Shahid,44.50975634327817,2.0,Member State,AFG,ND,2018
AFG125,AFG1,Afghanistan,AFG9,Ghazni,Zana Khan,15.688356944977224,2.0,Member State,AFG,ND,2018
AFG126,AFG1,Afghanistan,AFG10,Ghor,Chaghcharan,333.2541834318488,2.0,Member State,AFG,ND,2018
AFG127,AFG1,Afghanistan,AFG10,Ghor,Chahar Sadra,63.49463089876226,2.0,Member State,AFG,ND,2018
AFG128,AFG1,Afghanistan,AFG10,Ghor,Dawlat Yar,80.08396630136878,2.0,Member State,AFG,ND,2018
AFG129,AFG1,Afghanistan,AFG10,Ghor,Du Lina,66.17981444508821,2.0,Member State,AFG,ND,2018
AFG13,AFG1,Afghanistan,AFG1,Badakhshan,Kof Ab,53.602278029331224,2.0,Member State,AFG,ND,2018
AFG130,AFG1,Afghanistan,AFG10,Ghor,Lal Wa Sarjangal,201.380739762606,2.0,Member State,AFG,ND,2018
AFG131,AFG1,Afghanistan,AFG10,Ghor,Pasaband,172.49433631521367,2.0,Member State,AFG,ND,2018
AFG132,AFG1,Afghanistan,AFG10,Ghor,Saghar,70.70868888634743,2.0,Member State,AFG,ND,2018
AFG133,AFG1,Afghanistan,AFG10,Ghor,Shahrak,175.42541128416937,2.0,Member State,AFG,ND,2018
AFG134,AFG1,Afghanistan,AFG10,Ghor,Taywarah,206.5606322125639,2.0,Member State,AFG,ND,2018
AFG135,AFG1,Afghanistan,AFG10,Ghor,Tolak,104.9693418554396,2.0,Member State,AFG,ND,2018
AFG136,AFG1,Afghanistan,AFG11,Hilmand,Baghran,184.27350638972374,2.0,Member State,AFG,ND,2018
AFG137,AFG1,Afghanistan,AFG11,Hilmand,Deh shu,31.659337194099717,2.0,Member State,AFG,ND,2018
AFG138,AFG1,Afghanistan,AFG11,Hilmand,Garm Ser,197.5980575811781,2.0,Member State,AFG,ND,2018
