L1_CODE,L0_CODE,L0_NAME,L1_NAME,total_gdp,geo_level,wb_status,sovereign,Disputed,year
AFG1,AFG1,Afghanistan,Badakhshan,2183.679107651717,1.0,Member State,AFG,ND,2019
AFG10,AFG1,Afghanistan,Ghor,1505.9890780740345,1.0,Member State,AFG,ND,2019
AFG11,AFG1,Afghanistan,Hilmand,1903.089887967882,1.0,Member State,AFG,ND,2019
AFG12,AFG1,Afghanistan,Hirat,8662.646894006502,1.0,Member State,AFG,ND,2019
AFG13,AFG1,Afghanistan,Jawzjan,1007.1934086505421,1.0,Member State,AFG,ND,2019
AFG14,AFG1,Afghanistan,Kabul,22684.05153332721,1.0,Member State,AFG,ND,2019
AFG15,AFG1,Afghanistan,Kandahar,5085.133766084343,1.0,Member State,AFG,ND,2019
AFG16,AFG1,Afghanistan,Kapisa,843.0877229635588,1.0,Member State,AFG,ND,2019
AFG17,AFG1,Afghanistan,Khost,1516.7935963671891,1.0,Member State,AFG,ND,2019
AFG18,AFG1,Afghanistan,Kunar,998.4981332618129,1.0,Member State,AFG,ND,2019
AFG19,AFG1,Afghanistan,Kunduz,1764.8198785657721,1.0,Member State,AFG,ND,2019
AFG2,AFG1,Afghanistan,Badghis,1092.7922062705827,1.0,Member State,AFG,ND,2019
AFG20,AFG1,Afghanistan,Laghman,1015.1372082195055,1.0,Member State,AFG,ND,2019
AFG21,AFG1,Afghanistan,Logar,792.7263739834135,1.0,Member State,AFG,ND,2019
AFG22,AFG1,Afghanistan,Nangarhar,3950.3004858677796,1.0,Member State,AFG,ND,2019
AFG23,AFG1,Afghanistan,Nimroz,554.1589858172439,1.0,Member State,AFG,ND,2019
AFG24,AFG1,Afghanistan,Nuristan,271.1007521466555,1.0,Member State,AFG,ND,2019
AFG25,AFG1,Afghanistan,Paktika,859.9830025505479,1.0,Member State,AFG,ND,2019
AFG26,AFG1,Afghanistan,Paktya,1008.2874154837627,1.0,Member State,AFG,ND,2019
AFG27,AFG1,Afghanistan,Panjsher,302.4513220367064,1.0,Member State,AFG,ND,2019
AFG28,AFG1,Afghanistan,Parwan,1513.3253414466767,1.0,Member State,AFG,ND,2019
AFG29,AFG1,Afghanistan,Samangan,796.6206184907566,1.0,Member State,AFG,ND,2019
AFG3,AFG1,Afghanistan,Baghlan,1934.12990368691,1.0,Member State,AFG,ND,2019
AFG30,AFG1,Afghanistan,Sar-e-Pul,989.716674393955,1.0,Member State,AFG,ND,2019
AFG31,AFG1,Afghanistan,Takhar,2252.898435777928,1.0,Member State,AFG,ND,2019
AFG32,AFG1,Afghanistan,Uruzgan,677.3152166847351,1.0,Member State,AFG,ND,2019
AFG33,AFG1,Afghanistan,Wardak,1232.3888048071528,1.0,Member State,AFG,ND,2019
AFG34,AFG1,Afghanistan,Zabul,610.3547324306585,1.0,Member State,AFG,ND,2019
AFG4,AFG1,Afghanistan,Balkh,4744.05896041349,1.0,Member State,AFG,ND,2019
AFG5,AFG1,Afghanistan,Bamyan,852.2447244154961,1.0,Member State,AFG,ND,2019
AFG6,AFG1,Afghanistan,Daykundi,868.1579910245395,1.0,Member State,AFG,ND,2019
AFG7,AFG1,Afghanistan,Farah,989.835277538806,1.0,Member State,AFG,ND,2019
AFG8,AFG1,Afghanistan,Faryab,2145.6682998875954,1.0,Member State,AFG,ND,2019
