L2_CODE,L0_CODE,L0_NAME,L1_CODE,L1_NAME,L2_NAME,total_gdp,geo_level,wb_status,sovereign,Disputed,year
AFG1,AFG1,Afghanistan,AFG1,Badakhshan,Arghanj Khwa,25.545089033099476,2.0,Member State,AFG,ND,2014
AFG10,AFG1,Afghanistan,AFG1,Badakhshan,Keshem,183.64201751381287,2.0,Member State,AFG,ND,2014
AFG100,AFG1,Afghanistan,AFG8,Faryab,Kohistan,81.86849009357013,2.0,Member State,AFG,ND,2014
AFG101,AFG1,Afghanistan,AFG8,Faryab,Maymana,122.72492006174491,2.0,Member State,AFG,ND,2014
AFG102,AFG1,Afghanistan,AFG8,Faryab,Pashtun kot,445.0430302556328,2.0,Member State,AFG,ND,2014
AFG103,AFG1,Afghanistan,AFG8,Faryab,Qaram Qol,66.68265873512075,2.0,Member State,AFG,ND,2014
AFG104,AFG1,Afghanistan,AFG8,Faryab,Qaysar,241.70991189503277,2.0,Member State,AFG,ND,2014
AFG105,AFG1,Afghanistan,AFG8,Faryab,Qorghan,55.97721766202173,2.0,Member State,AFG,ND,2014
AFG106,AFG1,Afghanistan,AFG8,Faryab,Shirin Tagab,167.98624859464707,2.0,Member State,AFG,ND,2014
AFG107,AFG1,Afghanistan,AFG9,Ghazni,Ab Band,39.846440975169024,2.0,Member State,AFG,ND,2014
AFG108,AFG1,Afghanistan,AFG9,Ghazni,Ajrestan,43.81071396831492,2.0,Member State,AFG,ND,2014
AFG109,AFG1,Afghanistan,AFG9,Ghazni,Andar,209.4839632980034,2.0,Member State,AFG,ND,2014
AFG11,AFG1,Afghanistan,AFG1,Badakhshan,Khash,91.71880833113009,2.0,Member State,AFG,ND,2014
AFG110,AFG1,Afghanistan,AFG9,Ghazni,Deh Yak,91.36285940036362,2.0,Member State,AFG,ND,2014
AFG111,AFG1,Afghanistan,AFG9,Ghazni,Gelan,112.66183722898182,2.0,Member State,AFG,ND,2014
AFG112,AFG1,Afghanistan,AFG9,Ghazni,Ghazni,274.1568150449037,2.0,Member State,AFG,ND,2014
AFG113,AFG1,Afghanistan,AFG9,Ghazni,Giro,59.23844335846207,2.0,Member State,AFG,ND,2014
AFG114,AFG1,Afghanistan,AFG9,Ghazni,Jaghatu,57.0278362574924,2.0,Member State,AFG,ND,2014
AFG115,AFG1,Afghanistan,AFG9,Ghazni,Jaghuri,254.7065499620876,2.0,Member State,AFG,ND,2014
AFG116,AFG1,Afghanistan,AFG9,Ghazni,Khwaja Umari,35.01361038281308,2.0,Member State,AFG,ND,2014
AFG117,AFG1,Afghanistan,AFG9,Ghazni,Malestan,122.72791403861788,2.0,Member State,AFG,ND,2014
AFG118,AFG1,Afghanistan,AFG9,Ghazni,Muqur,86.3182851071419,2.0,Member State,AFG,ND,2014
AFG119,AFG1,Afghanistan,AFG9,Ghazni,Nawa,37.91496926138428,2.0,Member State,AFG,ND,2014
AFG12,AFG1,Afghanistan,AFG1,Badakhshan,Khwahan,29.871458644761788,2.0,Member State,AFG,ND,2014
AFG120,AFG1,Afghanistan,AFG9,Ghazni,Nawur,322.31528321522785,2.0,Member State,AFG,ND,2014
AFG121,AFG1,Afghanistan,AFG9,Ghazni,Qarabagh,247.86035131117947,2.0,Member State,AFG,ND,2014
AFG122,AFG1,Afghanistan,AFG9,Ghazni,Rashidan,27.40875389490336,2.0,Member State,AFG,ND,2014
AFG123,AFG1,Afghanistan,AFG9,Ghazni,Waghaz,64.56732970526193,2.0,Member State,AFG,ND,2014
AFG124,AFG1,Afghanistan,AFG9,Ghazni,Wali Muhammad-e- Shahid,55.40741954866599,2.0,Member State,AFG,ND,2014
AFG125,AFG1,Afghanistan,AFG9,Ghazni,Zana Khan,17.46965753670508,2.0,Member State,AFG,ND,2014
AFG126,AFG1,Afghanistan,AFG10,Ghor,Chaghcharan,303.39203590414246,2.0,Member State,AFG,ND,2014
AFG127,AFG1,Afghanistan,AFG10,Ghor,Chahar Sadra,56.157092975221275,2.0,Member State,AFG,ND,2014
AFG128,AFG1,Afghanistan,AFG10,Ghor,Dawlat Yar,72.81209751310647,2.0,Member State,AFG,ND,2014
AFG129,AFG1,Afghanistan,AFG10,Ghor,Du Lina,60.290336388716455,2.0,Member State,AFG,ND,2014
AFG13,AFG1,Afghanistan,AFG1,Badakhshan,Kof Ab,44.05323860954588,2.0,Member State,AFG,ND,2014
AFG130,AFG1,Afghanistan,AFG10,Ghor,Lal Wa Sarjangal,176.31714408874683,2.0,Member State,AFG,ND,2014
AFG131,AFG1,Afghanistan,AFG10,Ghor,Pasaband,149.87643648627252,2.0,Member State,AFG,ND,2014
AFG132,AFG1,Afghanistan,AFG10,Ghor,Saghar,63.71716101567966,2.0,Member State,AFG,ND,2014
AFG133,AFG1,Afghanistan,AFG10,Ghor,Shahrak,159.5402995573384,2.0,Member State,AFG,ND,2014
AFG134,AFG1,Afghanistan,AFG10,Ghor,Taywarah,184.62678285973874,2.0,Member State,AFG,ND,2014
AFG135,AFG1,Afghanistan,AFG10,Ghor,Tolak,93.99065631716795,2.0,Member State,AFG,ND,2014
AFG136,AFG1,Afghanistan,AFG11,Hilmand,Baghran,176.17095702409586,2.0,Member State,AFG,ND,2014
AFG137,AFG1,Afghanistan,AFG11,Hilmand,Deh shu,28.94777381121814,2.0,Member State,AFG,ND,2014
AFG138,AFG1,Afghanistan,AFG11,Hilmand,Garm Ser,182.52958026344302,2.0,Member State,AFG,ND,2014
AFG139,AFG1,Afghanistan,AFG11,Hilmand,Kajaki,131.21873435098954,2.0,Member State,AFG,ND,2014
AFG14,AFG1,Afghanistan,AFG1,Badakhshan,Kohistan,31.429013642069567,2.0,Member State,AFG,ND,2014
AFG140,AFG1,Afghanistan,AFG11,Hilmand,Lashkar Gah,316.26004855348543,2.0,Member State,AFG,ND,2014
AFG141,AFG1,Afghanistan,AFG11,Hilmand,Musa Qaleh,113.16659707326744,2.0,Member State,AFG,ND,2014
AFG142,AFG1,Afghanistan,AFG11,Hilmand,Nad-e-Ali,209.28272940568897,2.0,Member State,AFG,ND,2014
AFG143,AFG1,Afghanistan,AFG11,Hilmand,Nahr-e-Saraj,216.90004262757236,2.0,Member State,AFG,ND,2014
AFG144,AFG1,Afghanistan,AFG11,Hilmand,Naw Zad,91.78700662162412,2.0,Member State,AFG,ND,2014
AFG145,AFG1,Afghanistan,AFG11,Hilmand,Nawa-e-Barak Zaiy,145.4151488241067,2.0,Member State,AFG,ND,2014
AFG146,AFG1,Afghanistan,AFG11,Hilmand,Reg(khan Neshin),11.467933136642493,2.0,Member State,AFG,ND,2014
AFG147,AFG1,Afghanistan,AFG11,Hilmand,Sangin,105.28579193619137,2.0,Member State,AFG,ND,2014
AFG148,AFG1,Afghanistan,AFG11,Hilmand,Wa Sher,27.206557682749434,2.0,Member State,AFG,ND,2014
AFG149,AFG1,Afghanistan,AFG12,Hirat,Adraskan,73.07676470324921,2.0,Member State,AFG,ND,2014
AFG15,AFG1,Afghanistan,AFG1,Badakhshan,Koran wa Monjan,17.826074780670933,2.0,Member State,AFG,ND,2014
AFG150,AFG1,Afghanistan,AFG12,Hirat,Chisht-e-Sharif,31.954499747861092,2.0,Member State,AFG,ND,2014
AFG151,AFG1,Afghanistan,AFG12,Hirat,Farsi,50.76962997872516,2.0,Member State,AFG,ND,2014
AFG152,AFG1,Afghanistan,AFG12,Hirat,Ghoryan,178.39848888504244,2.0,Member State,AFG,ND,2014
AFG153,AFG1,Afghanistan,AFG12,Hirat,Gulran,153.44082064670548,2.0,Member State,AFG,ND,2014
AFG154,AFG1,Afghanistan,AFG12,Hirat,Guzara,1056.8454212473544,2.0,Member State,AFG,ND,2014
AFG155,AFG1,Afghanistan,AFG12,Hirat,Hirat,1324.5960830573486,2.0,Member State,AFG,ND,2014
AFG156,AFG1,Afghanistan,AFG12,Hirat,Injil,2781.6484001431672,2.0,Member State,AFG,ND,2014
AFG157,AFG1,Afghanistan,AFG12,Hirat,Karukh,135.36600435344195,2.0,Member State,AFG,ND,2014
AFG158,AFG1,Afghanistan,AFG12,Hirat,Kohsan,92.47275872556968,2.0,Member State,AFG,ND,2014
AFG159,AFG1,Afghanistan,AFG12,Hirat,Kushk,213.29079768937135,2.0,Member State,AFG,ND,2014
AFG16,AFG1,Afghanistan,AFG1,Badakhshan,Raghistan,53.14099346520948,2.0,Member State,AFG,ND,2014
AFG160,AFG1,Afghanistan,AFG12,Hirat,Kushk-e-Kohna,82.3728765238739,2.0,Member State,AFG,ND,2014
