L1_CODE,L0_CODE,L0_NAME,L1_NAME,total_gdp,geo_level,wb_status,sovereign,Disputed,year
BTN45,BTN31,Bhutan,Dagana,73.99397038217417,1.0,Member State,BTN,ND,2013
BTN46,BTN31,Bhutan,Gasa,17.779842136138225,1.0,Member State,BTN,ND,2013
BTN47,BTN31,Bhutan,Haa,75.85710198904157,1.0,Member State,BTN,ND,2013
BTN48,BTN31,Bhutan,Lhuentse,75.68276606649452,1.0,Member State,BTN,ND,2013
BTN49,BTN31,Bhutan,Monggar,186.0163667801114,1.0,Member State,BTN,ND,2013
BTN50,BTN31,Bhutan,Paro,335.53296534514635,1.0,Member State,BTN,ND,2013
BTN51,BTN31,Bhutan,Pemagatshel,113.54602130051153,1.0,Member State,BTN,ND,2013
BTN52,BTN31,Bhutan,Punakha,114.84866155024473,1.0,Member State,BTN,ND,2013
BTN53,BTN31,Bhutan,Samdrupjongkhar,217.86733383242233,1.0,Member State,BTN,ND,2013
BTN54,BTN31,Bhutan,Samtse,758.5917812586692,1.0,Member State,BTN,ND,2013
BTN55,BTN31,Bhutan,Sarpang,98.48263366376284,1.0,Member State,BTN,ND,2013
BTN56,BTN31,Bhutan,Thimphu,1719.9468236313567,1.0,Member State,BTN,ND,2013
BTN57,BTN31,Bhutan,Trashigang,307.991157877153,1.0,Member State,BTN,ND,2013
BTN58,BTN31,Bhutan,Trashiyangtse,86.45219899151064,1.0,Member State,BTN,ND,2013
BTN59,BTN31,Bhutan,Trongsa,76.53364098835218,1.0,Member State,BTN,ND,2013
BTN60,BTN31,Bhutan,Tsirang,102.31789408535805,1.0,Member State,BTN,ND,2013
BTN61,BTN31,Bhutan,Wangduephodrang,284.43539658104027,1.0,Member State,BTN,ND,2013
BTN62,BTN31,Bhutan,Zhemgang,101.56081880095128,1.0,Member State,BTN,ND,2013
DS38520,DS38520,Arunchal Pradesh,Arunchal Pradesh,5219.795612118083,1.0,,,D,2013
DS38521,DS38521,Disputed - India/Pakistan,Disputed - India/Pakistan,2.1012465396580478,1.0,,,D,2013
DS38522,DS38522,"Disputed Area, China-India-Nepal","Disputed Area, China-India-Nepal",0.252567408077082,1.0,,,D,2013
DS38523,DS38523,Disputed Area - China-India,Disputed Area - China-India,0.1576670267287895,1.0,,,D,2013
DS38524,DS38524,Disputed Area - China-India,Disputed Area - China-India,3.7342075429027246,1.0,,,D,2013
DS38525,DS38525,Disputed Area - China-India,Disputed Area - China-India,1.9497308623098704,1.0,,,D,2013
DS38526,DS38526,Disputed Area - China-India,Disputed Area - China-India,0.8543575414796655,1.0,,,D,2013
DS38527,DS38527,Disputed - India/Pakistan,Disputed - India/Pakistan,0.006799430297477369,1.0,,,D,2013
DS38528,DS38528,Disputed - India/Pakistan,Disputed - India/Pakistan,7.873701231545438e-06,1.0,,,D,2013
DS38529,DS38529,Disputed - India/Pakistan,Disputed - India/Pakistan,0.7383944182345433,1.0,,,D,2013
DS38530,DS38530,Disputed - India/Pakistan,Disputed - India/Pakistan,49.04331636863909,1.0,,,D,2013
IND63,IND115,India,Andaman and Nicobar Islands,1901.1954665094686,1.0,Member State,IND,ND,2013
IND64,IND115,India,Andhra Pradesh,254482.61934700448,1.0,Member State,IND,ND,2013
IND65,IND115,India,Arunachal Pradesh,3178.3703923433695,1.0,Member State,IND,ND,2013
IND66,IND115,India,Assam,97106.6857293286,1.0,Member State,IND,ND,2013
IND67,IND115,India,Bihar,186707.7457003862,1.0,Member State,IND,ND,2013
IND68,IND115,India,Chandigarh,7690.6808304908745,1.0,Member State,IND,ND,2013
IND69,IND115,India,Chhattisgarh,110373.14571349153,1.0,Member State,IND,ND,2013
IND70,IND115,India,Dadra and Nagar Haveli,2121.4503740319587,1.0,Member State,IND,ND,2013
IND71,IND115,India,Daman and Diu,547.4677816936115,1.0,Member State,IND,ND,2013
IND72,IND115,India,Delhi,232036.51969425715,1.0,Member State,IND,ND,2013
IND73,IND115,India,Goa,19091.879118710236,1.0,Member State,IND,ND,2013
IND74,IND115,India,Gujarat,432161.4193495097,1.0,Member State,IND,ND,2013
IND75,IND115,India,Haryana,225870.83240924953,1.0,Member State,IND,ND,2013
IND76,IND115,India,Himachal Pradesh,47492.14355762126,1.0,Member State,IND,ND,2013
IND77,IND115,India,Jammu and Kashmir,51482.814316590186,1.0,Sovereignty unsettled,IND,ND,2013
IND78,IND115,India,Jharkhand,114767.83276205936,1.0,Member State,IND,ND,2013
IND79,IND115,India,Karnataka,442886.8980735248,1.0,Member State,IND,ND,2013
IND80,IND115,India,Kerala,240290.17459016593,1.0,Member State,IND,ND,2013
IND81,IND115,India,Lakshadweep,0.0,,Member State,IND,ND,
IND82,IND115,India,Madhya Pradesh,233201.52157142188,1.0,Member State,IND,ND,2013
IND83,IND115,India,Maharashtra,833397.6323502024,1.0,Member State,IND,ND,2013
IND84,IND115,India,Manipur,8682.614896078901,1.0,Member State,IND,ND,2013
IND85,IND115,India,Meghalaya,15360.656104669972,1.0,Member State,IND,ND,2013
IND86,IND115,India,Mizoram,5146.329039203699,1.0,Member State,IND,ND,2013
IND87,IND115,India,Nagaland,8369.941745009124,1.0,Member State,IND,ND,2013
IND88,IND115,India,Odisha,161364.14145869162,1.0,Member State,IND,ND,2013
IND89,IND115,India,Puducherry,5066.896949136925,1.0,Member State,IND,ND,2013
IND90,IND115,India,Punjab,187641.36310238997,1.0,Member State,IND,ND,2013
IND91,IND115,India,Rajasthan,313405.1826418398,1.0,Member State,IND,ND,2013
IND92,IND115,India,Sikkim,6703.630690457436,1.0,Member State,IND,ND,2013
IND93,IND115,India,Tamil Nadu,515612.06887593365,1.0,Member State,IND,ND,2013
IND94,IND115,India,Telangana,251399.13234526198,1.0,Member State,IND,ND,2013
IND95,IND115,India,Tripura,14417.41647646081,1.0,Member State,IND,ND,2013
IND96,IND115,India,Uttar Pradesh,532539.9089063873,1.0,Member State,IND,ND,2013
IND97,IND115,India,Uttarakhand,78967.15782965749,1.0,Member State,IND,ND,2013
IND98,IND115,India,West Bengal,368757.87664066005,1.0,Member State,IND,ND,2013
LKA100,LKA231,Sri Lanka,Eastern,10429.880961128452,1.0,Member State,LKA,ND,2013
LKA101,LKA231,Sri Lanka,North Central,11595.139556840035,1.0,Member State,LKA,ND,2013
LKA102,LKA231,Sri Lanka,North Western,22773.29330950443,1.0,Member State,LKA,ND,2013
LKA103,LKA231,Sri Lanka,Northern,5934.249290480694,1.0,Member State,LKA,ND,2013
LKA104,LKA231,Sri Lanka,Sabaragamuwa,16980.362996030286,1.0,Member State,LKA,ND,2013
LKA105,LKA231,Sri Lanka,Southern,18930.202194741025,1.0,Member State,LKA,ND,2013
LKA106,LKA231,Sri Lanka,Uva,12087.866889002618,1.0,Member State,LKA,ND,2013
LKA107,LKA231,Sri Lanka,Western,78115.37835220325,1.0,Member State,LKA,ND,2013
LKA99,LKA231,Sri Lanka,Central,24164.243340979527,1.0,Member State,LKA,ND,2013
MDV108,MDV154,Maldives,Alifu Alifu,0.21750191900344504,1.0,Member State,MDV,ND,2013
MDV109,MDV154,Maldives,Alifu Dhaalu,0.0,,Member State,MDV,ND,
MDV110,MDV154,Maldives,Baa,0.0012384089695125506,1.0,Member State,MDV,ND,2013
MDV111,MDV154,Maldives,Dhaalu,0.0,,Member State,MDV,ND,
MDV112,MDV154,Maldives,Faafu,0.11848959334193433,1.0,Member State,MDV,ND,2013
MDV113,MDV154,Maldives,Gaafu Alifu,0.03173189902027801,1.0,Member State,MDV,ND,2013
MDV114,MDV154,Maldives,Gaafu Dhaalu,0.4485463510454141,1.0,Member State,MDV,ND,2013
MDV115,MDV154,Maldives,Haa Alifu,0.22983881243069987,1.0,Member State,MDV,ND,2013
MDV116,MDV154,Maldives,Haa Dhaalu,0.5425993461687342,1.0,Member State,MDV,ND,2013
MDV117,MDV154,Maldives,Kaafu,4.056363014866651,1.0,Member State,MDV,ND,2013
MDV118,MDV154,Maldives,Laamu,2.41180349659545,1.0,Member State,MDV,ND,2013
MDV119,MDV154,Maldives,Lhaviyani,0.0,,Member State,MDV,ND,
MDV120,MDV154,Maldives,Male',1.5287639746875945,1.0,Member State,MDV,ND,2013
MDV121,MDV154,Maldives,Meemu,0.11391619481518472,1.0,Member State,MDV,ND,2013
MDV122,MDV154,Maldives,Noonu,0.0,,Member State,MDV,ND,
MDV123,MDV154,Maldives,Raa,0.037989597386872485,1.0,Member State,MDV,ND,2013
MDV124,MDV154,Maldives,Seenu,10.877539960208843,1.0,Member State,MDV,ND,2013
MDV125,MDV154,Maldives,Shaviyani,0.0,,Member State,MDV,ND,
MDV126,MDV154,Maldives,Thaa,0.0660386131159876,1.0,Member State,MDV,ND,2013
MDV127,MDV154,Maldives,Vaavu,0.0,,Member State,MDV,ND,
NPL128,NPL175,Nepal,Five,10351.591788333726,1.0,Member State,NPL,ND,2013
NPL129,NPL175,Nepal,Four,6629.8520757322385,1.0,Member State,NPL,ND,2013
NPL130,NPL175,Nepal,One,13127.765495924697,1.0,Member State,NPL,ND,2013
NPL131,NPL175,Nepal,Seven,5331.897472543224,1.0,Member State,NPL,ND,2013
NPL132,NPL175,Nepal,Six,3351.7702957030488,1.0,Member State,NPL,ND,2013
NPL133,NPL175,Nepal,Three,21853.728825677365,1.0,Member State,NPL,ND,2013
NPL134,NPL175,Nepal,Two,17915.59115839381,1.0,Member State,NPL,ND,2013
PAK135,PAK188,Pakistan,Azad Jammu and Kashmir,13293.58869599688,1.0,Sovereignty unsettled,PAK,ND,2013
PAK136,PAK188,Pakistan,Gilgit Baltistan,4053.659643108276,1.0,Sovereignty unsettled,PAK,ND,2013
PAK137,PAK188,Pakistan,Balochistan,18947.44370116327,1.0,Member State,PAK,ND,2013
PAK138,PAK188,Pakistan,Khyber Pakhtunkhwa,129173.51856207987,1.0,Member State,PAK,ND,2013
PAK139,PAK188,Pakistan,Federal Capital Territory,9876.947858774152,1.0,Member State,PAK,ND,2013
PAK140,PAK188,Pakistan,Punjab,456715.81760392355,1.0,Member State,PAK,ND,2013
PAK141,PAK188,Pakistan,Sindh,223016.24578182166,1.0,Member State,PAK,ND,2013
