L1_CODE,L0_CODE,L0_NAME,L1_NAME,total_gdp,geo_level,wb_status,sovereign,Disputed,year
AFG1,AFG1,Afghanistan,Badakhshan,1429.3445036591165,1.0,Member State,AFG,ND,2011
AFG10,AFG1,Afghanistan,Ghor,1071.2463105379557,1.0,Member State,AFG,ND,2011
AFG11,AFG1,Afghanistan,Hilmand,1356.3843685349686,1.0,Member State,AFG,ND,2011
AFG12,AFG1,Afghanistan,Hirat,4689.118543102072,1.0,Member State,AFG,ND,2011
AFG13,AFG1,Afghanistan,Jawzjan,820.191346396497,1.0,Member State,AFG,ND,2011
AFG14,AFG1,Afghanistan,Kabul,16653.26973397354,1.0,Member State,AFG,ND,2011
AFG15,AFG1,Afghanistan,Kandahar,3578.236248237453,1.0,Member State,AFG,ND,2011
AFG16,AFG1,Afghanistan,Kapisa,655.7428512570621,1.0,Member State,AFG,ND,2011
AFG17,AFG1,Afghanistan,Khost,959.5456870541067,1.0,Member State,AFG,ND,2011
AFG18,AFG1,Afghanistan,Kunar,712.3194597193575,1.0,Member State,AFG,ND,2011
AFG19,AFG1,Afghanistan,Kunduz,2563.1915748843408,1.0,Member State,AFG,ND,2011
AFG2,AFG1,Afghanistan,Badghis,704.5446377970504,1.0,Member State,AFG,ND,2011
AFG20,AFG1,Afghanistan,Laghman,674.2749520968752,1.0,Member State,AFG,ND,2011
AFG21,AFG1,Afghanistan,Logar,589.8933459470628,1.0,Member State,AFG,ND,2011
AFG22,AFG1,Afghanistan,Nangarhar,2705.958236851066,1.0,Member State,AFG,ND,2011
AFG23,AFG1,Afghanistan,Nimroz,461.05279208667963,1.0,Member State,AFG,ND,2011
AFG24,AFG1,Afghanistan,Nuristan,202.55818529913222,1.0,Member State,AFG,ND,2011
AFG25,AFG1,Afghanistan,Paktika,669.0015714162869,1.0,Member State,AFG,ND,2011
AFG26,AFG1,Afghanistan,Paktya,747.1755343910011,1.0,Member State,AFG,ND,2011
AFG27,AFG1,Afghanistan,Panjsher,249.34503105064556,1.0,Member State,AFG,ND,2011
AFG28,AFG1,Afghanistan,Parwan,1213.145037601331,1.0,Member State,AFG,ND,2011
AFG29,AFG1,Afghanistan,Samangan,604.4555669392506,1.0,Member State,AFG,ND,2011
AFG3,AFG1,Afghanistan,Baghlan,1522.3983985884818,1.0,Member State,AFG,ND,2011
AFG30,AFG1,Afghanistan,Sar-e-Pul,922.9888840705916,1.0,Member State,AFG,ND,2011
AFG31,AFG1,Afghanistan,Takhar,1533.4998970287213,1.0,Member State,AFG,ND,2011
AFG32,AFG1,Afghanistan,Uruzgan,481.2978561330744,1.0,Member State,AFG,ND,2011
AFG33,AFG1,Afghanistan,Wardak,852.8635493417703,1.0,Member State,AFG,ND,2011
AFG34,AFG1,Afghanistan,Zabul,419.3162199583878,1.0,Member State,AFG,ND,2011
AFG4,AFG1,Afghanistan,Balkh,3517.7237668856064,1.0,Member State,AFG,ND,2011
AFG5,AFG1,Afghanistan,Bamyan,627.1036816704415,1.0,Member State,AFG,ND,2011
AFG6,AFG1,Afghanistan,Daykundi,656.9952796425421,1.0,Member State,AFG,ND,2011
AFG7,AFG1,Afghanistan,Farah,663.1401694595897,1.0,Member State,AFG,ND,2011
AFG8,AFG1,Afghanistan,Faryab,1486.632247410819,1.0,Member State,AFG,ND,2011
AFG9,AFG1,Afghanistan,Ghazni,1996.2239083745828,1.0,Member State,AFG,ND,2011
BGD35,BGD23,Bangladesh,Barishal,25073.985587735577,1.0,Member State,BGD,ND,2011
BGD36,BGD23,Bangladesh,Chattogram,94144.61831531512,1.0,Member State,BGD,ND,2011
BGD37,BGD23,Bangladesh,Dhaka,180366.77993987835,1.0,Member State,BGD,ND,2011
BGD38,BGD23,Bangladesh,Khulna,61262.12673098307,1.0,Member State,BGD,ND,2011
BGD39,BGD23,Bangladesh,Mymensingh,33113.46618001995,1.0,Member State,BGD,ND,2011
BGD40,BGD23,Bangladesh,Rajshahi,61075.095504705554,1.0,Member State,BGD,ND,2011
BGD41,BGD23,Bangladesh,Rangpur,44743.13802340598,1.0,Member State,BGD,ND,2011
BGD42,BGD23,Bangladesh,Sylhet,28140.89408079514,1.0,Member State,BGD,ND,2011
BTN43,BTN31,Bhutan,Bumthang,76.59123923420508,1.0,Member State,BTN,ND,2011
BTN44,BTN31,Bhutan,Chhukha,2159.3584691384085,1.0,Member State,BTN,ND,2011
BTN45,BTN31,Bhutan,Dagana,69.920096422358,1.0,Member State,BTN,ND,2011
BTN46,BTN31,Bhutan,Gasa,16.66072007220633,1.0,Member State,BTN,ND,2011
BTN47,BTN31,Bhutan,Haa,71.26103525828749,1.0,Member State,BTN,ND,2011
BTN48,BTN31,Bhutan,Lhuentse,72.74412341546297,1.0,Member State,BTN,ND,2011
BTN49,BTN31,Bhutan,Monggar,172.9257383171807,1.0,Member State,BTN,ND,2011
BTN50,BTN31,Bhutan,Paro,207.41561465551644,1.0,Member State,BTN,ND,2011
BTN51,BTN31,Bhutan,Pemagatshel,106.43256827799576,1.0,Member State,BTN,ND,2011
BTN52,BTN31,Bhutan,Punakha,104.63846935490237,1.0,Member State,BTN,ND,2011
BTN53,BTN31,Bhutan,Samdrupjongkhar,203.03620765615526,1.0,Member State,BTN,ND,2011
BTN54,BTN31,Bhutan,Samtse,714.4282262368192,1.0,Member State,BTN,ND,2011
BTN55,BTN31,Bhutan,Sarpang,86.98763832320296,1.0,Member State,BTN,ND,2011
BTN56,BTN31,Bhutan,Thimphu,1715.6974521656825,1.0,Member State,BTN,ND,2011
BTN57,BTN31,Bhutan,Trashigang,264.85326687672523,1.0,Member State,BTN,ND,2011
BTN58,BTN31,Bhutan,Trashiyangtse,81.24284836887365,1.0,Member State,BTN,ND,2011
BTN59,BTN31,Bhutan,Trongsa,68.3167957762727,1.0,Member State,BTN,ND,2011
BTN60,BTN31,Bhutan,Tsirang,81.77523599804216,1.0,Member State,BTN,ND,2011
BTN61,BTN31,Bhutan,Wangduephodrang,245.73622492724826,1.0,Member State,BTN,ND,2011
BTN62,BTN31,Bhutan,Zhemgang,100.53741894567307,1.0,Member State,BTN,ND,2011
DS38520,DS38520,Arunchal Pradesh,Arunchal Pradesh,4835.860794022795,1.0,,,D,2011
DS38521,DS38521,Disputed - India/Pakistan,Disputed - India/Pakistan,1.7281351258770465,1.0,,,D,2011
DS38522,DS38522,"Disputed Area, China-India-Nepal","Disputed Area, China-India-Nepal",0.24497670605798733,1.0,,,D,2011
DS38523,DS38523,Disputed Area - China-India,Disputed Area - China-India,0.15389868145951224,1.0,,,D,2011
DS38524,DS38524,Disputed Area - China-India,Disputed Area - China-India,3.7199039621955947,1.0,,,D,2011
DS38525,DS38525,Disputed Area - China-India,Disputed Area - China-India,1.782913511213915,1.0,,,D,2011
DS38526,DS38526,Disputed Area - China-India,Disputed Area - China-India,0.8564390543597848,1.0,,,D,2011
DS38527,DS38527,Disputed - India/Pakistan,Disputed - India/Pakistan,0.006698458325221275,1.0,,,D,2011
DS38528,DS38528,Disputed - India/Pakistan,Disputed - India/Pakistan,7.756776267611424e-06,1.0,,,D,2011
DS38529,DS38529,Disputed - India/Pakistan,Disputed - India/Pakistan,0.7034845908149853,1.0,,,D,2011
DS38530,DS38530,Disputed - India/Pakistan,Disputed - India/Pakistan,40.59480465277891,1.0,,,D,2011
IND63,IND115,India,Andaman and Nicobar Islands,1932.8773116851976,1.0,Member State,IND,ND,2011
IND64,IND115,India,Andhra Pradesh,248301.18483696238,1.0,Member State,IND,ND,2011
IND65,IND115,India,Arunachal Pradesh,2665.9442925871217,1.0,Member State,IND,ND,2011
IND66,IND115,India,Assam,88328.5487785475,1.0,Member State,IND,ND,2011
IND67,IND115,India,Bihar,176173.3390767777,1.0,Member State,IND,ND,2011
IND68,IND115,India,Chandigarh,6674.703263976831,1.0,Member State,IND,ND,2011
