L0_CODE,L0_NAME,total_gdp,geo_level,wb_status,sovereign,Disputed,year
AFG1,Afghanistan,76659.03172509307,0,Member State,AFG,ND,2018
BGD23,Bangladesh,823581.5021872846,0,Member State,BGD,ND,2018
BTN31,Bhutan,9302.381482150573,0,Member State,BTN,ND,2018
DS38520,Arunchal Pradesh,8180.96977469018,0,,,D,2018
DS38521,Disputed - India/Pakistan,2.3765390415345458,0,,,D,2018
DS38522,"Disputed Area, China-India-Nepal",0.3090613815986451,0,,,D,2018
DS38523,Disputed Area - China-India,0.16541692174782235,0,,,D,2018
DS38524,Disputed Area - China-India,4.50359767026589,0,,,D,2018
DS38525,Disputed Area - China-India,2.2811255341270567,0,,,D,2018
DS38526,Disputed Area - China-India,0.9496548632262881,0,,,D,2018
DS38527,Disputed - India/Pakistan,0.008603258321179471,0,,,D,2018
DS38528,Disputed - India/Pakistan,9.962523722598659e-06,0,,,D,2018
DS38529,Disputed - India/Pakistan,0.76551927352396,0,,,D,2018
DS38530,Disputed - India/Pakistan,53.1801069435149,0,,,D,2018
IND115,India,8581048.87101459,0,Member State,IND,ND,2018
LKA231,Sri Lanka,254870.9181743195,0,Member State,LKA,ND,2018
MDV154,Maldives,26.126697039787235,0,Member State,MDV,ND,2018
NPL175,Nepal,102333.70491324339,0,Member State,NPL,ND,2018
PAK188,Pakistan,1110824.9423516796,0,Sovereignty unsettled,PAK,ND,2018
