L2_CODE,L0_CODE,L0_NAME,L1_CODE,L1_NAME,L2_NAME,total_gdp,geo_level,wb_status,sovereign,Disputed,year
AFG1,AFG1,Afghanistan,AFG1,Badakhshan,Arghanj Khwa,23.81316042367402,2.0,Member State,AFG,ND,2021
AFG10,AFG1,Afghanistan,AFG1,Badakhshan,Keshem,173.77665466138328,2.0,Member State,AFG,ND,2021
AFG100,AFG1,Afghanistan,AFG8,Faryab,Kohistan,72.00527410733979,2.0,Member State,AFG,ND,2021
AFG101,AFG1,Afghanistan,AFG8,Faryab,Maymana,171.08938639182315,2.0,Member State,AFG,ND,2021
AFG102,AFG1,Afghanistan,AFG8,Faryab,Pashtun kot,510.4177093448668,2.0,Member State,AFG,ND,2021
AFG103,AFG1,Afghanistan,AFG8,Faryab,Qaram Qol,60.08432592473334,2.0,Member State,AFG,ND,2021
AFG104,AFG1,Afghanistan,AFG8,Faryab,Qaysar,221.17522456811156,2.0,Member State,AFG,ND,2021
AFG105,AFG1,Afghanistan,AFG8,Faryab,Qorghan,50.01067498541778,2.0,Member State,AFG,ND,2021
AFG106,AFG1,Afghanistan,AFG8,Faryab,Shirin Tagab,182.5132213879504,2.0,Member State,AFG,ND,2021
AFG107,AFG1,Afghanistan,AFG9,Ghazni,Ab Band,24.42034719743112,2.0,Member State,AFG,ND,2021
AFG108,AFG1,Afghanistan,AFG9,Ghazni,Ajrestan,27.49553252313568,2.0,Member State,AFG,ND,2021
AFG109,AFG1,Afghanistan,AFG9,Ghazni,Andar,121.24066041664891,2.0,Member State,AFG,ND,2021
AFG11,AFG1,Afghanistan,AFG1,Badakhshan,Khash,91.54817974854402,2.0,Member State,AFG,ND,2021
AFG110,AFG1,Afghanistan,AFG9,Ghazni,Deh Yak,50.29566715373615,2.0,Member State,AFG,ND,2021
AFG111,AFG1,Afghanistan,AFG9,Ghazni,Gelan,70.17589233474729,2.0,Member State,AFG,ND,2021
