L0_CODE,L0_NAME,total_gdp,geo_level,wb_status,sovereign,Disputed,year
AFG1,Afghanistan,57990.179377397464,0,Member State,AFG,ND,2011
BGD23,Bangladesh,527920.1043628388,0,Member State,BGD,ND,2011
BTN31,Bhutan,6620.559389421219,0,Member State,BTN,ND,2011
DS38520,Arunchal Pradesh,4835.860794022795,0,,,D,2011
DS38521,Disputed - India/Pakistan,1.7281351258770465,0,,,D,2011
DS38522,"Disputed Area, China-India-Nepal",0.24497670605798733,0,,,D,2011
DS38523,Disputed Area - China-India,0.15389868145951224,0,,,D,2011
DS38524,Disputed Area - China-India,3.7199039621955947,0,,,D,2011
DS38525,Disputed Area - China-India,1.782913511213915,0,,,D,2011
DS38526,Disputed Area - China-India,0.8564390543597848,0,,,D,2011
DS38527,Disputed - India/Pakistan,0.006698458325221275,0,,,D,2011
DS38528,Disputed - India/Pakistan,7.756776267611424e-06,0,,,D,2011
DS38529,Disputed - India/Pakistan,0.7034845908149853,0,,,D,2011
DS38530,Disputed - India/Pakistan,40.59480465277891,0,,,D,2011
IND115,India,5352590.983840477,0,Member State,IND,ND,2011
LKA231,Sri Lanka,176744.43046117475,0,Member State,LKA,ND,2011
MDV154,Maldives,18.98514027909182,0,Member State,MDV,ND,2011
NPL175,Nepal,72437.66603899689,0,Member State,NPL,ND,2011
PAK188,Pakistan,795857.3967011154,0,Sovereignty unsettled,PAK,ND,2011
