L1_CODE,L0_CODE,L0_NAME,L1_NAME,total_gdp,geo_level,wb_status,sovereign,Disputed,year
AFG1,AFG1,Afghanistan,Badakhshan,2022.8181591037712,1.0,Member State,AFG,ND,2017
AFG10,AFG1,Afghanistan,Ghor,1422.0053087658432,1.0,Member State,AFG,ND,2017
AFG11,AFG1,Afghanistan,Hilmand,1838.5127618877825,1.0,Member State,AFG,ND,2017
AFG12,AFG1,Afghanistan,Hirat,7941.068326919786,1.0,Member State,AFG,ND,2017
AFG13,AFG1,Afghanistan,Jawzjan,948.7785459331459,1.0,Member State,AFG,ND,2017
AFG14,AFG1,Afghanistan,Kabul,21356.013895519718,1.0,Member State,AFG,ND,2017
AFG15,AFG1,Afghanistan,Kandahar,4893.159913024505,1.0,Member State,AFG,ND,2017
AFG16,AFG1,Afghanistan,Kapisa,807.6701474824478,1.0,Member State,AFG,ND,2017
AFG17,AFG1,Afghanistan,Khost,1416.628362652279,1.0,Member State,AFG,ND,2017
AFG18,AFG1,Afghanistan,Kunar,956.922002504907,1.0,Member State,AFG,ND,2017
AFG19,AFG1,Afghanistan,Kunduz,1808.7928429605297,1.0,Member State,AFG,ND,2017
AFG2,AFG1,Afghanistan,Badghis,1020.6086964114781,1.0,Member State,AFG,ND,2017
AFG20,AFG1,Afghanistan,Laghman,996.3456346554333,1.0,Member State,AFG,ND,2017
AFG21,AFG1,Afghanistan,Logar,762.9789907641274,1.0,Member State,AFG,ND,2017
AFG22,AFG1,Afghanistan,Nangarhar,3746.0452844338683,1.0,Member State,AFG,ND,2017
AFG23,AFG1,Afghanistan,Nimroz,573.2289787312881,1.0,Member State,AFG,ND,2017
AFG24,AFG1,Afghanistan,Nuristan,261.3760542727445,1.0,Member State,AFG,ND,2017
AFG25,AFG1,Afghanistan,Paktika,836.5255952484213,1.0,Member State,AFG,ND,2017
AFG26,AFG1,Afghanistan,Paktya,981.3349143198194,1.0,Member State,AFG,ND,2017
AFG27,AFG1,Afghanistan,Panjsher,296.77654228680717,1.0,Member State,AFG,ND,2017
AFG28,AFG1,Afghanistan,Parwan,1491.2717569932686,1.0,Member State,AFG,ND,2017
AFG29,AFG1,Afghanistan,Samangan,765.0422119683428,1.0,Member State,AFG,ND,2017
AFG3,AFG1,Afghanistan,Baghlan,1882.938669204035,1.0,Member State,AFG,ND,2017
AFG30,AFG1,Afghanistan,Sar-e-Pul,974.8315018086586,1.0,Member State,AFG,ND,2017
AFG31,AFG1,Afghanistan,Takhar,2193.5374693273634,1.0,Member State,AFG,ND,2017
AFG32,AFG1,Afghanistan,Uruzgan,655.1271733984809,1.0,Member State,AFG,ND,2017
AFG33,AFG1,Afghanistan,Wardak,1166.1834610891613,1.0,Member State,AFG,ND,2017
AFG34,AFG1,Afghanistan,Zabul,590.7726258664864,1.0,Member State,AFG,ND,2017
AFG4,AFG1,Afghanistan,Balkh,4507.70773969716,1.0,Member State,AFG,ND,2017
AFG5,AFG1,Afghanistan,Bamyan,818.38302919304,1.0,Member State,AFG,ND,2017
AFG6,AFG1,Afghanistan,Daykundi,839.4964304665124,1.0,Member State,AFG,ND,2017
AFG7,AFG1,Afghanistan,Farah,926.6088141830454,1.0,Member State,AFG,ND,2017
AFG8,AFG1,Afghanistan,Faryab,2047.6104998235912,1.0,Member State,AFG,ND,2017
AFG9,AFG1,Afghanistan,Ghazni,2007.8463363203273,1.0,Member State,AFG,ND,2017
BGD35,BGD23,Bangladesh,Barishal,33238.71265249858,1.0,Member State,BGD,ND,2017
BGD36,BGD23,Bangladesh,Chattogram,134497.93068497363,1.0,Member State,BGD,ND,2017
BGD37,BGD23,Bangladesh,Dhaka,283361.79088489554,1.0,Member State,BGD,ND,2017
BGD38,BGD23,Bangladesh,Khulna,82776.40712445963,1.0,Member State,BGD,ND,2017
BGD39,BGD23,Bangladesh,Mymensingh,43432.44951005479,1.0,Member State,BGD,ND,2017
BGD40,BGD23,Bangladesh,Rajshahi,85427.79155052749,1.0,Member State,BGD,ND,2017
BGD41,BGD23,Bangladesh,Rangpur,63037.427428868505,1.0,Member State,BGD,ND,2017
BGD42,BGD23,Bangladesh,Sylhet,41832.07800595009,1.0,Member State,BGD,ND,2017
BTN43,BTN31,Bhutan,Bumthang,98.4191320149772,1.0,Member State,BTN,ND,2017
BTN44,BTN31,Bhutan,Chhukha,2905.8382168629405,1.0,Member State,BTN,ND,2017
BTN45,BTN31,Bhutan,Dagana,95.11958196860043,1.0,Member State,BTN,ND,2017
BTN46,BTN31,Bhutan,Gasa,22.471032500666432,1.0,Member State,BTN,ND,2017
BTN47,BTN31,Bhutan,Haa,95.73907939278669,1.0,Member State,BTN,ND,2017
BTN48,BTN31,Bhutan,Lhuentse,93.15912804053957,1.0,Member State,BTN,ND,2017
BTN49,BTN31,Bhutan,Monggar,227.03560724160104,1.0,Member State,BTN,ND,2017
BTN50,BTN31,Bhutan,Paro,446.9794787147962,1.0,Member State,BTN,ND,2017
BTN51,BTN31,Bhutan,Pemagatshel,143.07136355787404,1.0,Member State,BTN,ND,2017
BTN52,BTN31,Bhutan,Punakha,169.85599623764517,1.0,Member State,BTN,ND,2017
