globalid,wb_status,sovereign,L0_CODE,L0_NAME,L1_CODE,L1_NAME,Disputed,total_gdp,year,geo_level
{F3CCBEEC-D078-4B9A-8B7D-706A0DBA3153},Member State,AFG,AFG1,Afghanistan,AFG1,Badakhshan,ND,2149.4246567668,2020,1.0
{6023E6AD-8264-4B62-893B-C36560B0C33A},Member State,AFG,AFG1,Afghanistan,AFG2,Badghis,ND,1078.217808477947,2020,1.0
{3678B860-B969-4C7A-AFEE-B32827BD64D5},Member State,AFG,AFG1,Afghanistan,AFG3,Baghlan,ND,1851.71668470513,2020,1.0
{EB84BEEB-5869-4910-B9AC-F4C51F34C899},Member State,AFG,AFG1,Afghanistan,AFG4,Balkh,ND,4618.178384022138,2020,1.0
{AAF8BDD6-459A-4945-A7BA-F05D154A5D98},Member State,AFG,AFG1,Afghanistan,AFG5,Bamyan,ND,839.1597153751425,2020,1.0
{0AEE240D-587C-4451-8D4E-550889C46D80},Member State,AFG,AFG1,Afghanistan,AFG6,Daykundi,ND,848.244750581271,2020,1.0
{7A159368-6365-4278-A439-35C8A33E7E63},Member State,AFG,AFG1,Afghanistan,AFG7,Farah,ND,979.9675893889613,2020,1.0
{6E29C778-B6FC-47D2-A3E2-172C8733079E},Member State,AFG,AFG1,Afghanistan,AFG8,Faryab,ND,2114.3807777300385,2020,1.0
{C46414A6-66C6-4FBE-B984-E54935543138},Member State,AFG,AFG1,Afghanistan,AFG9,Ghazni,ND,1771.3139415654898,2020,1.0
{81C30C23-D205-42E8-9771-173A20AA39B4},Member State,AFG,AFG1,Afghanistan,AFG10,Ghor,ND,1485.6443278186496,2020,1.0
{A8FEA624-959E-4D7D-B820-415DA7E88228},Member State,AFG,AFG1,Afghanistan,AFG11,Hilmand,ND,1859.5665549278026,2020,1.0
{E8C85248-5113-481F-9734-7A440C1FC77A},Member State,AFG,AFG1,Afghanistan,AFG12,Hirat,ND,8471.368758778402,2020,1.0
{2F484D37-19C8-4261-98D6-99A227FA2D30},Member State,AFG,AFG1,Afghanistan,AFG13,Jawzjan,ND,989.5437162238422,2020,1.0
{56D8F1CC-A1CB-40A3-9663-940E164E5F65},Member State,AFG,AFG1,Afghanistan,AFG14,Kabul,ND,22014.266159351562,2020,1.0
{5B66D02E-9E1C-4833-8F33-772D3E4B4679},Member State,AFG,AFG1,Afghanistan,AFG15,Kandahar,ND,4975.674075991887,2020,1.0
{3F96070A-7679-4FF6-A729-DF67251C8AB0},Member State,AFG,AFG1,Afghanistan,AFG16,Kapisa,ND,831.4007672093431,2020,1.0
{7FCF232E-8638-4FF2-872F-38993FD4B074},Member State,AFG,AFG1,Afghanistan,AFG17,Khost,ND,1535.6249198419862,2020,1.0
{E4491DA0-D69F-4016-8D84-2661AF148DFE},Member State,AFG,AFG1,Afghanistan,AFG18,Kunar,ND,986.0184026031942,2020,1.0
{463B103B-072D-4A00-867F-B66506C64325},Member State,AFG,AFG1,Afghanistan,AFG19,Kunduz,ND,1659.0661663426367,2020,1.0
{1939DDC1-DE4D-47D1-8C98-15E9849C519C},Member State,AFG,AFG1,Afghanistan,AFG20,Laghman,ND,1005.2886410010263,2020,1.0
{79342DEF-3A59-433F-A986-3437F1BC96BE},Member State,AFG,AFG1,Afghanistan,AFG21,Logar,ND,780.3411339820398,2020,1.0
{3F504EF9-4711-4AE3-AA9A-C378CF7DE46B},Member State,AFG,AFG1,Afghanistan,AFG22,Nangarhar,ND,3758.8808231110183,2020,1.0
{86724887-9A18-4345-B05C-D6CD7990176E},Member State,AFG,AFG1,Afghanistan,AFG23,Nimroz,ND,545.1467003298048,2020,1.0
{528F6FEA-2797-4444-A852-72D4562C1F44},Member State,AFG,AFG1,Afghanistan,AFG24,Nuristan,ND,262.62449246912274,2020,1.0
{8B87AF98-3493-4369-8693-AC57E138C3A0},Member State,AFG,AFG1,Afghanistan,AFG25,Paktika,ND,829.5825824157558,2020,1.0
{D88C3912-5BB3-4D5A-AB32-47DA1C33B5AF},Member State,AFG,AFG1,Afghanistan,AFG26,Paktya,ND,991.4932824122801,2020,1.0
{8845BB87-6359-4D8A-ACE2-C0AAB3358250},Member State,AFG,AFG1,Afghanistan,AFG27,Panjsher,ND,294.2030560706768,2020,1.0
{DE5E99BF-D492-4B88-A9D1-8B007E2178DF},Member State,AFG,AFG1,Afghanistan,AFG28,Parwan,ND,1479.465875036237,2020,1.0
{F74AA631-C18C-4A3B-ABEC-C0DB197684C0},Member State,AFG,AFG1,Afghanistan,AFG29,Samangan,ND,781.4545687779362,2020,1.0
{3B7C24BC-90F8-41E4-8EBA-31748DAA51DE},Member State,AFG,AFG1,Afghanistan,AFG30,Sar-e-Pul,ND,949.4252847693645,2020,1.0
{53EF497A-CBAA-4B68-A9D6-861CB313E605},Member State,AFG,AFG1,Afghanistan,AFG31,Takhar,ND,2180.1229826349886,2020,1.0
{2F70AE8F-27A9-4BD2-95B1-493C048B24C8},Member State,AFG,AFG1,Afghanistan,AFG32,Uruzgan,ND,668.3941408706427,2020,1.0
{7E74265D-09F0-4B33-89E5-DC883A73E4D6},Member State,AFG,AFG1,Afghanistan,AFG33,Wardak,ND,1210.3905818158396,2020,1.0
{4A74EAAB-154B-420D-8892-FF08DA4656C7},Member State,AFG,AFG1,Afghanistan,AFG34,Zabul,ND,594.0775989268254,2020,1.0
{89D721DB-CAB9-40DC-8EA9-5BE9A3F4D8BB},Member State,BGD,BGD23,Bangladesh,BGD35,Barishal,ND,38043.268364049545,2020,1.0
{AC003940-A0FE-42B9-81B0-028CB6FBB66A},Member State,BGD,BGD23,Bangladesh,BGD36,Chattogram,ND,158720.91302531905,2020,1.0
{34F6FA4B-ABD5-4592-BE67-8E9D2F22F850},Member State,BGD,BGD23,Bangladesh,BGD37,Dhaka,ND,346938.3587120357,2020,1.0
{D636C8F9-6532-451F-9C32-71C481407410},Member State,BGD,BGD23,Bangladesh,BGD38,Khulna,ND,95410.65870840028,2020,1.0
{D254184F-BCB6-48CE-9392-9D541D473E06},Member State,BGD,BGD23,Bangladesh,BGD39,Mymensingh,ND,54507.51062647405,2020,1.0
{47724B90-C582-4AEC-8ED1-E91B0C1017D8},Member State,BGD,BGD23,Bangladesh,BGD40,Rajshahi,ND,100405.91818284163,2020,1.0
{556569C7-A990-4B60-BBDA-E39A32A1E9B0},Member State,BGD,BGD23,Bangladesh,BGD41,Rangpur,ND,74348.52607457413,2020,1.0
{3EEBBD4D-7B9A-45B0-8459-4A8EFD9E5F2D},Member State,BGD,BGD23,Bangladesh,BGD42,Sylhet,ND,50384.02725523295,2020,1.0
{EFB1A5CA-5D63-4FB6-9883-05E769CCBA4E},Member State,BTN,BTN31,Bhutan,BTN43,Bumthang,ND,99.98529239087546,2020,1.0
{81AD74EE-2A71-4877-A02F-DE9047915FBC},Member State,BTN,BTN31,Bhutan,BTN44,Chhukha,ND,2788.8522446157594,2020,1.0
{0B507162-0319-476C-8D84-3FABB18B7097},Member State,BTN,BTN31,Bhutan,BTN45,Dagana,ND,97.83491454625197,2020,1.0
{3AA1CECF-1CE3-4D38-8553-30F3BEB48CD7},Member State,BTN,BTN31,Bhutan,BTN46,Gasa,ND,21.882485606630848,2020,1.0
{BC51ED6C-1E10-4767-8BDC-D8A7D805C9BB},Member State,BTN,BTN31,Bhutan,BTN47,Haa,ND,115.24533418002648,2020,1.0
{8A165227-9733-406F-932E-C236BB7A9510},Member State,BTN,BTN31,Bhutan,BTN48,Lhuentse,ND,93.97897562588203,2020,1.0
{AF9E2C40-3F4A-45BA-8525-22D11C07E80F},Member State,BTN,BTN31,Bhutan,BTN49,Monggar,ND,226.24056094804934,2020,1.0
{8EA2A398-34C0-4D91-A1DE-2BE6D7AD0414},Member State,BTN,BTN31,Bhutan,BTN50,Paro,ND,525.5054297129957,2020,1.0
{05586384-E316-4D9B-A507-54CB0ED10AEA},Member State,BTN,BTN31,Bhutan,BTN51,Pemagatshel,ND,146.5965286862718,2020,1.0
{E6FA052D-F3E7-4452-82A8-16D5598565AB},Member State,BTN,BTN31,Bhutan,BTN52,Punakha,ND,179.80315019233225,2020,1.0
{4724F8B9-C918-4041-86CE-D21C001173AB},Member State,BTN,BTN31,Bhutan,BTN53,Samdrupjongkhar,ND,295.95876287833744,2020,1.0
{1B65DBF4-854D-4840-89C3-484E56C3FC08},Member State,BTN,BTN31,Bhutan,BTN54,Samtse,ND,909.2559672011319,2020,1.0
{63D0F64B-C82D-4500-B596-0A72C28B356A},Member State,BTN,BTN31,Bhutan,BTN55,Sarpang,ND,141.76565200349964,2020,1.0
